time;x;y
8.021616;172;320
8.053635;161;338
8.133117;154;355
8.139169;161;338
8.199208;182;175
8.252592;174;175
8.284723;174;175
8.320614;135;371
8.352183;137;371
8.384566;138;371
8.420615;147;358
8.452065;158;336
8.484567;172;316
8.516667;185;301
8.552090;198;286
8.584604;211;273
8.616203;221;262
8.652698;231;253
8.684195;240;247
8.716448;248;240
8.752201;256;234
8.784532;261;229
8.816786;265;225
8.852439;269;222
8.883953;272;221
8.915981;274;220
8.952499;275;220
8.984679;275;221
9.016267;276;223
9.048285;275;224
9.084655;276;226
9.115992;276;227
9.149224;275;227
9.185024;275;227
9.216822;276;227
9.248647;280;228
9.284254;282;228
9.316205;285;230
9.348706;286;232
9.384192;289;236
9.416709;289;241
9.448669;290;248
9.484054;289;255
9.516478;105;171
9.548249;105;171
9.584291;105;173
9.616299;108;173
9.648219;112;174
9.680676;115;174
9.716348;117;175
9.748752;122;175
9.780673;124;175
9.815998;124;175
9.848066;124;174
9.880168;118;175
9.916072;115;175
9.948766;112;174
9.980239;110;175
10.016714;108;175
10.048217;301;254
10.080713;300;241
10.116548;300;230
10.148770;115;175
10.180473;116;175
10.212263;117;175
10.248664;118;175
10.281876;118;175
10.312309;122;175
10.348155;123;175
10.380212;126;176
10.412675;128;176
10.448277;131;176
10.480647;137;176
10.512611;138;176
10.548611;142;176
10.580482;147;176
10.612695;149;176
10.648692;157;176
10.680761;158;176
10.712742;166;176
10.744239;166;176
10.780199;166;176
10.812265;166;176
10.844695;166;176
10.880209;166;176
10.912464;166;176
10.944849;166;176
10.980630;166;176
11.012170;166;176
11.044853;166;176
11.080091;166;176
11.112729;166;176
11.144660;158;176
11.180710;148;176
11.212790;137;176
11.244146;129;176
11.280322;118;175
11.312738;108;175
11.344696;280;211
11.376676;272;214
11.412012;265;217
11.444266;258;219
11.476316;252;221
11.512403;247;223
11.544754;241;224
11.577002;236;225
11.612007;232;227
11.644381;228;228
11.676261;224;229
11.712820;221;231
11.744063;215;231
11.776156;213;233
11.812114;209;233
11.844326;206;233
11.876716;205;234
11.908728;204;234
11.944238;203;233
11.976264;202;233
12.012286;201;234
12.044225;199;235
12.076772;197;237
12.108431;192;239
12.144777;188;241
12.177035;184;242
12.213674;181;241
12.244895;182;241
12.276403;186;239
12.308210;190;237
12.345192;195;234
12.376594;201;233
12.408300;207;231
12.440322;213;229
12.476282;220;227
12.508723;227;225
12.540795;235;223
12.576067;242;221
12.608201;249;219
12.640098;256;217
12.676144;260;214
12.708781;264;211
12.740746;268;208
12.776600;274;206
12.808107;277;203
12.840692;282;201
12.876594;286;199
12.908692;112;175
12.940803;116;175
12.976717;122;176
13.008934;126;176
13.040776;128;176
13.072527;131;176
13.108918;138;176
13.140469;138;176
13.172527;144;176
13.208276;148;176
13.240378;148;176
13.272685;150;176
13.308532;156;176
13.340693;158;176
13.372246;161;176
13.408166;162;176
13.440429;163;176
13.472770;164;176
13.508664;162;176
13.540252;173;175
13.572811;163;176
13.604320;174;176
13.640297;174;176
13.672784;166;176
13.704719;164;176
13.740759;166;176
13.772789;174;176
13.804791;163;176
13.840751;163;176
13.873013;163;176
13.904276;163;176
13.940707;406;281
13.972930;416;279
14.004224;429;274
14.040773;166;176
14.072829;166;176
14.104917;166;176
14.136897;166;176
14.172881;166;176
14.204417;166;176
14.236836;166;176
14.272840;166;176
14.304786;166;176
14.336319;166;176
14.372734;166;175
14.404928;174;175
14.436591;164;175
14.472997;166;176
14.504819;166;176
14.536255;166;175
14.572270;174;175
14.604680;174;175
14.637535;173;175
14.672440;174;175
14.704310;166;175
14.736400;166;175
14.768614;162;175
14.804651;162;175
14.836150;166;175
14.868829;166;175
14.904293;166;175
14.936456;166;175
14.968329;158;175
15.004324;142;175
15.036926;128;175
15.068817;112;175
15.104977;105;172
15.136565;276;211
15.168622;261;207
15.204833;251;207
15.236361;241;207
15.268482;230;206
15.300297;224;207
15.336675;217;207
15.368755;221;181
15.400894;217;182
15.436340;213;182
15.468924;209;182
15.500301;207;181
15.536451;205;181
15.568448;203;180
15.600835;202;180
15.636586;201;179
15.668840;200;179
15.700634;198;194
15.736274;198;193
15.768762;189;196
15.800520;192;195
15.833060;194;192
15.868834;199;191
15.900152;204;188
15.932301;209;183
15.968336;214;178
16.000303;220;170
16.032854;230;165
16.068400;240;160
16.100576;250;157
16.132509;262;154
16.168594;281;169
16.201058;292;166
16.236703;105;174
16.268786;110;175
16.300406;117;175
16.333985;122;175
16.368870;128;176
16.400979;134;176
16.432289;139;176
16.464896;144;176
16.500871;148;176
16.532911;150;176
16.564349;150;176
16.600437;150;176
16.632319;149;176
16.664367;144;176
16.700858;136;176
16.732799;128;176
16.764986;118;175
16.800827;110;175
16.832864;298;171
16.864377;275;155
16.900356;263;158
16.932437;250;160
16.964864;239;164
16.996698;228;166
17.032890;216;167
17.064899;204;167
17.096478;198;169
17.132920;187;168
17.164631;182;169
17.196160;176;168
17.232322;174;167
17.264818;174;166
17.296372;174;165
17.332772;178;165
17.364819;180;163
17.396855;184;162
17.432873;189;161
17.464281;195;160
17.496785;199;159
17.528836;204;159
17.564913;206;158
17.596981;207;159
17.628574;206;159
17.664834;201;160
17.697135;197;162
17.728530;193;165
17.764267;186;166
17.797104;179;168
17.828478;173;169
17.864311;167;169
17.896511;166;171
17.928854;166;174
17.964822;188;165
17.996848;187;166
18.028986;187;168
18.064348;188;169
18.096921;190;168
18.128258;170;175
18.160265;176;171
18.196501;185;168
18.228466;194;165
18.260930;205;163
18.296239;214;162
18.328458;222;160
18.360323;230;160
18.396268;234;159
18.428183;240;160
18.460487;242;160
18.496278;244;161
18.528301;244;162
18.560822;241;161
18.596279;231;163
18.628245;234;167
18.660277;235;174
18.692739;237;184
18.728898;238;196
18.760294;240;208
18.792262;242;214
18.828317;245;215
18.860921;190;147
18.892383;192;151
18.928882;252;193
18.960273;253;182
18.992284;254;172
19.028492;253;163
19.060314;252;156
19.092447;278;159
19.128285;278;156
19.160315;279;155
19.192279;278;155
19.224244;278;157
19.260272;277;161
19.292627;276;171
19.324288;267;159
19.360596;261;158
19.392444;253;157
19.424591;252;159
19.460224;250;159
19.492279;250;159
19.527372;253;159
19.560445;260;160
19.592275;267;160
19.624359;274;160
19.660271;283;160
19.692872;105;174
19.724297;112;175
19.760895;123;175
19.792460;130;176
19.824679;142;176
19.856941;156;175
19.892279;166;176
19.924899;166;176
19.956765;166;176
19.992674;166;176
20.024279;163;176
20.056341;166;176
20.092239;163;176
20.124744;162;176
20.156963;404;182
20.192937;406;184
20.225199;406;188
20.256391;405;194
20.292336;407;201
20.324392;403;208
20.356509;407;213
20.390648;409;217
20.424939;406;217
20.456237;166;175
20.488894;156;175
20.524228;146;175
20.556568;137;175
20.588852;172;128
20.625026;166;127
20.656767;161;128
20.688945;157;128
20.724901;152;131
20.756964;152;129
20.788976;151;129
20.824860;151;129
20.856281;151;130
20.888919;155;128
20.921106;159;128
20.956943;165;127
20.989041;134;175
21.023219;139;175
21.056987;145;174
21.088968;150;175
21.120933;154;174
21.156949;158;174
21.188388;161;174
21.220472;165;174
21.256511;166;174
21.288472;166;173
21.320469;163;174
21.356905;161;173
21.388782;156;173
21.421009;146;174
21.457019;133;174
21.489068;116;173
21.520941;139;124
21.552696;128;117
21.588756;116;112
21.620957;106;109
21.652460;105;109
21.688270;264;290
21.720523;253;293
21.752541;244;297
21.788817;199;290
21.821013;251;289
21.852553;247;290
21.888655;244;291
21.920326;241;293
21.952626;240;294
21.988710;223;308
22.020845;222;309
22.052332;181;310
22.085009;184;309
22.121107;187;308
22.152912;189;305
22.185365;192;304
22.220517;105;109
22.253308;105;109
22.284928;105;109
22.320384;105;109
22.352503;105;109
22.384689;105;109
22.420894;105;109
22.453122;105;109
22.484730;105;109
22.520765;105;109
22.552328;321;309
22.585042;310;310
22.617323;303;311
22.652368;296;312
22.684964;292;312
22.717215;291;312
22.752232;295;312
22.784558;307;310
22.817083;325;304
22.852371;105;109
22.884890;105;112
22.916998;117;117
22.952510;130;123
22.984968;146;126
23.017107;162;128
23.052542;172;134
23.084852;134;174
23.116996;143;175
23.152958;146;175
23.184588;146;175
23.216619;146;175
23.248919;138;175
23.284955;200;150
23.316526;199;153
23.349014;211;149
23.385006;210;153
23.417023;209;155
23.448550;208;155
23.484630;200;161
23.516580;210;163
23.548408;413;263
23.584465;432;270
23.616786;453;286
23.648865;166;176
23.684711;163;176
23.717012;166;176
23.748464;174;176
23.780468;174;176
23.816697;174;176
23.848410;174;176
23.880940;166;176
23.916861;166;176
23.948362;166;176
23.980561;166;176
24.016416;166;176
24.049285;166;176
24.080921;166;176
24.116432;166;176
24.148660;166;176
24.180723;166;176
24.217093;166;176
24.248904;166;176
24.280620;166;176
24.316546;166;176
24.351245;174;175
24.381084;174;175
24.413059;174;175
24.449075;174;175
24.480494;174;175
24.512729;174;175
24.548498;174;175
24.581286;174;175
24.612825;174;175
24.648591;174;175
24.681960;174;175
24.713060;166;176
24.749018;157;176
24.780934;157;176
24.812709;166;176
24.848613;166;176
24.880714;166;176
24.912967;166;176
24.945266;174;175
24.980545;174;175
25.015154;174;175
25.044674;171;176
25.080743;167;176
25.112922;174;176
25.144869;174;176
25.181078;166;176
25.213055;167;176
25.244443;167;176
25.281017;166;176
25.312579;166;176
25.344589;166;176
25.380581;166;176
25.412845;166;176
25.445269;166;176
25.476730;166;176
25.512787;174;176
25.544697;166;176
25.576828;174;176
25.612716;174;176
25.644615;166;176
25.677018;166;176
25.712582;174;176
25.744611;174;176
25.776909;166;176
25.812695;166;176
