time;x1;y1;x2;y2
0.000000;475;432;473;430
0.035176;475;431;473;429
0.067083;475;431;339;372
0.098728;476;430;474;429
0.142395;476;431;337;372
0.146383;475;431;473;429
0.201292;476;430;338;371
0.232822;476;429;337;370
0.264943;476;429;337;370
0.302931;475;429;337;369
0.332268;474;428;337;367
0.365428;473;427;473;425
0.400988;472;426;473;423
0.432345;471;425;472;422
0.465132;470;424;471;422
0.501698;469;422;471;420
0.528150;472;426;473;423
0.566159;465;418;468;415
0.598942;463;417;466;415
0.630528;464;416;466;414
0.678336;463;414;466;412
0.698278;473;404;467;407
0.730277;473;401;467;404
0.766353;474;400;468;401
0.798243;469;400;467;399
0.830211;370;144;464;394
0.862243;373;137;464;389
0.893208;474;400;468;401
0.929575;378;125;467;375
0.965309;380;121;471;370
0.997315;475;367;474;366
1.030312;387;111;478;360
1.065319;392;107;481;355
1.097452;397;105;486;351
1.130586;491;349;490;348
1.165899;412;103;495;344
1.197262;420;102;500;340
1.229419;510;337;505;337
1.265910;512;336;511;335
1.298564;518;334;518;334
1.331026;526;334;526;333
1.375145;538;333;535;333
1.397668;547;334;545;333
1.439866;491;120;554;335
1.461332;501;123;562;335
1.497192;446;385;568;334
1.529418;457;388;573;332
1.561301;579;329;578;329
1.597541;583;326;581;325
1.629722;587;322;584;322
1.661682;589;318;585;317
1.697984;590;314;587;313
1.732657;590;312;588;311
1.766102;592;310;590;309
1.798402;592;308;591;307
1.829527;595;306;593;305
1.861290;596;305;595;304
1.894158;597;304;595;303
1.931595;597;304;595;303
1.961616;597;304;596;302
1.993599;598;303;597;302
2.029519;598;304;598;303
2.061706;599;305;597;304
2.095084;599;305;598;304
2.130277;600;306;598;305
2.161654;601;307;600;305
2.193508;603;308;601;307
2.230019;605;309;605;308
2.261612;607;310;606;308
2.293550;610;309;609;308
2.329395;613;308;611;308
2.363405;616;308;614;307
2.368957;607;310;606;308
2.429276;620;307;616;305
2.460364;620;306;576;133
2.492516;603;174;579;132
2.529639;607;174;583;131
2.560265;611;173;587;131
2.592416;286;192;591;130
2.629259;285;192;595;129
2.660841;285;192;600;127
2.692366;285;192;605;126
2.728796;285;192;608;125
2.760369;285;192;612;124
2.793161;285;192;616;122
2.828642;285;192;616;121
2.860657;285;192;278;191
2.892624;285;192;278;191
2.925133;285;192;278;191
2.961184;285;192;278;191
2.992859;285;192;282;315
3.024778;285;192;282;316
3.060548;285;192;282;316
3.092662;285;192;278;191
3.124690;285;192;278;191
3.160567;285;192;282;316
3.192469;285;192;278;191
3.225387;285;192;282;316
3.260760;284;192;278;191
3.323260;284;192;278;191
3.323734;285;192;278;191
3.359799;284;192;278;191
3.391283;284;192;282;317
3.423535;284;192;278;191
3.460543;284;192;278;191
3.491949;284;192;278;191
3.523728;284;192;278;191
3.559501;284;192;278;191
3.591760;284;192;278;191
3.623760;284;192;282;323
3.660316;284;192;278;191
3.692578;284;192;282;323
3.723802;284;192;282;323
3.760041;284;192;282;323
3.791962;284;192;282;323
3.823207;284;192;282;323
3.855726;284;192;282;323
3.902857;284;192;282;323
3.907202;284;192;282;323
3.957662;284;192;282;323
3.989685;284;192;282;323
4.026738;284;192;282;316
4.057331;284;192;282;316
4.089986;284;192;282;323
4.123042;284;192;282;316
4.175802;284;192;282;316
4.178314;284;192;282;316
4.222580;284;192;282;316
4.254872;284;192;282;316
4.290922;284;192;282;316
4.322938;284;192;282;316
4.354287;284;192;282;316
4.391098;284;192;282;316
4.422655;284;192;282;316
4.454443;284;192;282;316
4.490707;284;192;616;302
4.522619;284;192;616;303
4.555308;284;192;616;302
4.590832;283;192;616;302
4.623462;283;192;616;302
4.655037;282;192;614;303
4.690997;282;192;613;303
4.723322;282;192;612;303
4.754188;282;192;612;303
4.790890;282;192;611;303
4.822570;283;192;610;303
4.854540;283;192;609;303
4.886990;283;192;609;303
4.922379;283;192;609;303
4.954926;283;192;608;303
4.986159;283;192;608;303
5.023241;283;192;608;303
5.058814;283;192;608;303
5.086156;283;192;607;304
5.123475;283;192;607;304
5.179094;283;192;606;304
5.179398;283;192;608;303
5.220393;283;192;605;304
5.252925;283;192;605;305
5.289257;283;192;606;305
5.321163;283;192;607;305
5.352943;283;192;606;305
5.388835;283;192;608;305
5.421420;283;192;606;305
5.452136;283;192;608;306
5.488882;283;192;608;305
5.521036;283;192;606;305
5.553438;283;192;608;305
5.589128;283;192;608;305
5.621304;284;192;609;305
5.652336;284;192;609;304
5.685138;285;192;609;304
5.720782;286;192;609;304
5.752876;287;192;610;304
5.785378;288;192;610;304
5.820170;289;192;612;304
5.852672;291;192;612;304
5.885426;292;192;613;304
5.920991;294;191;614;304
5.953448;295;192;616;304
5.984854;296;191;616;304
6.020292;297;191;616;304
6.052483;298;191;292;190
6.085294;298;191;292;190
6.120610;298;191;292;190
6.153048;298;191;338;452
6.184405;298;191;339;452
6.220704;298;191;340;452
6.253817;298;191;342;452
6.285454;298;191;342;452
6.316751;298;191;344;452
6.363817;298;191;344;452
6.365377;298;191;342;452
