time;x;y
13.655649;302;285
13.690214;306;285
13.739227;310;285
13.768080;313;285
13.799690;317;285
13.831684;320;285
13.864286;323;285
13.896997;327;285
13.928197;329;285
13.959832;332;285
13.995176;335;285
14.026647;338;285
14.056485;340;285
14.088159;342;285
14.121395;344;284
14.169148;346;284
14.199535;347;284
14.232972;348;284
14.263378;348;284
14.299084;349;284
14.329223;349;284
14.360800;348;284
14.391199;348;284
14.424313;347;284
14.456222;347;284
14.489305;346;284
14.521949;344;284
14.560083;343;284
14.600482;342;284
14.637280;340;284
14.664757;337;285
14.694930;334;285
14.732243;332;285
14.762326;329;285
14.791403;325;285
14.824050;322;285
14.858962;318;285
14.889389;315;285
14.924064;312;285
14.953360;309;285
14.989078;306;285
15.040523;303;285
15.067276;300;285
15.101553;299;284
15.130353;297;284
15.161349;296;284
15.195789;295;284
15.224609;295;284
15.256407;296;284
15.291495;297;284
15.320929;298;284
15.352887;299;284
15.384970;300;285
15.437445;302;284
15.464905;303;285
15.499978;305;285
15.533957;307;285
15.559976;308;285
15.591407;310;285
15.625713;312;285
15.658942;314;285
15.691599;316;285
15.720021;318;285
15.757520;319;285
15.789859;321;285
15.815094;323;285
15.871923;325;285
15.898437;326;285
15.932421;328;285
15.960808;330;285
15.992684;331;285
16.023595;332;285
16.065458;333;285
16.090254;333;285
16.120400;334;285
16.151281;334;285
16.186559;334;285
16.216024;334;285
16.247203;334;285
16.306395;334;285
16.327119;334;285
16.360270;333;285
16.396867;333;285
16.424050;333;285
16.457542;332;285
16.490476;332;285
16.519474;332;285
16.552135;331;285
16.586430;330;285
16.617121;329;285
16.647414;328;285
16.679106;326;285
16.732983;325;285
16.763558;324;285
16.793960;322;285
16.825197;320;285
16.861928;319;285
16.887249;317;285
16.925910;316;285
16.954901;315;285
16.984285;314;285
17.015884;313;285
17.049934;312;285
17.081248;312;285
17.136144;312;285
17.163616;312;285
17.193591;312;285
17.226740;313;285
17.256472;313;285
17.291777;314;285
17.321623;314;285
17.355344;315;285
17.392436;315;285
17.415694;316;285
17.448111;316;285
17.481480;316;285
17.517584;317;285
17.566975;317;285
17.591688;317;285
17.624589;318;285
17.656923;318;285
17.687575;318;285
17.719905;319;285
17.754248;319;285
17.785661;319;286
17.820127;320;285
17.847745;320;285
17.884058;320;285
17.911157;321;285
17.947027;321;285
17.998855;321;285
18.028869;321;285
18.055758;321;285
18.088946;321;285
18.121481;321;285
18.152973;321;285
18.183255;321;285
18.221441;321;285
18.252680;321;285
18.280899;321;285
18.311203;321;285
18.345345;320;285
18.378454;320;285
18.428869;320;285
18.457834;320;285
18.492736;320;285
18.520304;320;285
18.552337;320;285
18.582834;320;285
18.621178;320;285
18.652628;320;285
18.680949;320;285
18.717528;320;285
18.745776;320;285
18.778201;320;285
18.828515;320;285
18.860924;320;285
18.893971;320;285
18.921784;320;285
18.954094;320;285
18.984152;320;285
19.016753;321;285
19.049428;320;285
19.084313;321;285
19.115765;321;285
19.145062;321;285
19.177331;321;285
19.211714;321;285
19.262017;321;285
19.291504;321;285
19.324521;321;285
19.353998;321;285
19.385081;321;285
19.417668;321;285
19.450281;321;285
19.482030;321;285
19.513185;321;285
19.546747;321;285
19.579307;321;285
19.613859;321;285
19.640702;321;285
19.690752;321;285
19.720803;321;285
19.753108;321;285
19.787458;320;285
19.816925;320;285
19.852432;320;285
19.882333;320;285
19.914137;320;285
19.947375;320;285
19.977548;320;285
20.011440;320;285
20.042676;320;285
20.074522;320;285
20.125168;320;285
20.153090;320;285
20.187813;320;285
20.219539;320;285
20.247141;320;285
20.283868;320;285
20.313058;320;285
20.344005;320;285
20.377527;320;285
20.412295;320;285
20.440415;320;285
20.476447;320;285
20.526682;321;285
20.556889;321;285
20.588047;321;285
20.623494;321;285
20.654010;321;285
20.688170;321;285
20.722284;321;285
20.748107;321;285
20.776487;321;285
20.809124;321;285
20.845648;321;285
20.881407;321;285
20.909123;321;285
20.964603;321;285
20.988699;321;285
21.019950;321;285
21.054359;321;285
21.083902;321;285
21.119897;321;285
21.146262;321;285
21.184829;320;285
21.211362;320;285
21.241415;320;285
21.277694;320;285
21.307087;320;285
21.336530;320;285
21.393541;320;285
21.418639;320;285
21.449366;320;285
21.486354;320;285
21.521084;320;285
21.549105;320;285
21.582652;320;285
21.620209;320;285
21.649282;320;285
21.679969;320;285
21.708530;320;285
21.738409;320;285
21.768107;320;285
21.823365;320;285
21.856558;320;285
21.882813;321;285
21.915406;321;285
21.948510;320;286
21.977685;321;285
22.010788;321;285
22.041283;321;285
22.073408;321;285
22.105331;321;285
22.140513;321;285
22.172878;321;285
22.219573;321;285
22.253536;321;285
22.280882;321;285
22.314055;321;285
22.345941;321;285
22.377042;321;285
22.409762;321;285
22.442343;321;285
22.474227;321;285
22.507199;321;285
22.537451;321;285
22.572621;320;285
22.602761;320;285
22.650605;320;285
22.683431;320;285
22.711882;320;285
22.748341;320;285
22.782425;320;285
22.809193;320;285
22.842748;320;285
22.874875;320;285
22.906932;320;285
22.939514;320;285
22.971030;320;285
23.001821;320;285
23.031580;320;285
23.089460;320;285
23.114244;320;285
23.145143;320;285
23.179761;320;285
23.211023;320;285
23.241961;320;285
23.273613;320;285
23.308288;320;285
23.340615;320;285
23.378404;321;285
23.402125;321;285
23.434409;321;285
23.464029;321;285
23.514795;321;285
23.544964;321;285
23.578547;321;285
23.611525;321;285
23.643023;321;285
23.674084;321;285
23.704205;321;285
23.737924;321;285
23.770046;321;285
23.804151;321;285
23.834970;321;285
23.871765;321;285
23.913615;321;285
23.946770;320;285
23.976656;320;285
24.010092;320;285
24.041030;320;285
24.077629;320;285
24.106661;320;285
24.138366;320;285
24.168447;320;285
24.203190;320;285
24.232196;320;285
24.265170;320;285
24.298422;320;285
24.344071;320;285
24.380852;320;285
24.415351;320;285
24.439139;320;285
24.476172;320;285
24.505190;320;285
24.539122;320;285
24.570984;320;285
24.600538;320;285
24.636138;320;285
24.664778;320;285
24.698274;320;285
24.730430;320;286
24.779694;320;285
24.810818;320;285
24.841996;320;285
24.875501;321;285
24.906596;321;285
24.938437;321;285
24.970761;321;285
25.000001;321;285
25.035268;321;285
25.066461;321;285
25.098014;321;285
25.130029;321;285
25.162247;321;285
25.210812;321;285
25.240120;321;285
25.271836;320;286
25.305947;321;285
25.336763;320;286
25.370625;320;286
25.401170;320;286
25.433870;320;286
25.464468;320;286
25.506920;320;286
25.532469;320;286
25.574881;320;286
25.610819;320;285
25.642530;320;286
25.680694;320;285
25.709038;320;285
25.738697;320;285
25.771259;320;285
25.802163;320;285
25.834584;320;285
25.868819;320;285
25.899464;320;285
25.930495;320;285
25.961765;320;285
25.993389;320;285
26.041607;320;285
26.075103;320;285
26.107194;316;286
26.138176;314;285
26.171085;313;284
26.201753;313;284
26.235388;313;284
26.267453;314;285
26.299427;315;285
26.332582;318;285
26.364189;319;285
26.394723;319;285
26.427001;318;285
26.477662;319;285
26.507394;321;285
26.537447;321;285
26.571441;321;285
26.604564;321;285
26.637122;321;285
26.671093;320;285
26.701740;321;285
26.731298;320;286
26.765490;320;285
26.795624;320;285
26.826161;320;286
26.861717;320;285
26.909402;320;285
26.938876;320;285
26.971162;320;285
27.004143;320;285
27.033615;320;285
27.065832;320;285
27.100087;320;285
27.133271;320;285
27.162069;320;285
27.198359;320;285
27.235814;320;285
27.259367;320;285
27.308079;320;285
27.339036;320;285
27.369830;320;285
27.406293;320;285
27.434029;320;285
27.468249;320;285
27.497445;320;285
27.531646;320;285
27.563797;320;285
27.595023;320;285
27.625789;320;285
27.658127;320;285
27.691757;320;285
27.739035;320;285
27.771248;320;285
27.802006;320;285
27.833604;320;285
27.869128;320;285
27.899743;320;285
27.929208;320;285
27.963810;320;285
27.994051;320;285
28.026262;320;285
28.057724;320;285
28.089891;320;285
28.121249;320;285
28.171482;320;285
28.204775;320;285
28.235014;320;285
28.267333;320;285
28.300949;320;285
28.330791;320;285
28.364209;320;285
28.395331;320;285
28.428461;320;285
28.460289;320;285
28.491604;320;285
28.522884;320;285
28.554137;320;285
28.602814;320;285
28.638310;320;285
28.665301;320;285
28.702087;320;285
28.732853;320;285
28.762380;320;285
28.796997;320;285
28.827704;320;285
28.858726;320;285
28.891572;320;285
28.923376;320;285
28.954886;320;285
29.003883;320;285
29.033677;320;285
29.069581;320;285
29.099967;320;285
29.130621;320;285
29.163787;320;285
29.194795;320;285
29.229898;320;285
29.262209;320;285
29.293401;321;285
29.322037;321;285
29.355506;321;285
29.387541;321;285
29.435461;321;285
29.466884;321;285
29.500534;320;285
29.529377;320;285
29.567800;320;285
29.593719;320;285
29.625266;320;285
29.661672;320;285
29.691373;320;285
29.726453;320;285
29.757118;320;285
29.785962;320;285
29.818412;320;285
29.868290;320;285
29.898740;320;285
29.934315;320;285
29.961986;320;285
29.996609;320;285
30.028778;320;285
30.057830;320;285
30.091789;320;285
30.122084;320;285
30.155972;320;285
30.188850;320;285
30.218788;320;285
30.250825;320;285
30.299510;320;285
30.331589;320;285
30.364120;320;285
30.394066;320;285
30.426988;320;285
30.459898;320;285
30.489722;320;285
30.524356;320;285
30.554857;320;285
30.587314;320;285
30.620084;320;285
30.649969;321;285
30.698437;321;285
30.733717;320;285
30.760828;320;285
30.795649;321;285
30.826698;320;285
30.859932;321;285
30.889893;321;285
30.924434;320;285
30.953451;320;285
30.987652;320;285
31.019396;320;285
31.051199;320;285
31.083253;320;285
31.132016;320;285
31.163546;320;285
31.197978;320;285
31.227261;320;285
31.258277;320;285
31.291603;320;285
31.323141;320;285
31.356260;320;285
31.386518;320;285
31.419836;320;285
31.450748;320;285
31.480915;320;285
31.513540;320;285
31.561539;320;285
31.595299;320;285
31.627181;320;285
31.659355;320;285
31.691717;320;285
31.722398;320;285
31.756660;320;285
31.785659;320;285
31.817980;320;285
31.851091;320;285
31.884147;320;285
31.917226;320;285
31.948136;320;285
31.997871;320;285
32.028043;320;285
32.060373;320;285
32.092795;320;285
32.122847;320;285
32.153286;320;285
32.186318;320;285
32.220024;320;285
32.251282;320;285
32.285761;320;285
32.317307;320;285
32.349467;321;285
32.398415;320;285
32.425560;320;285
32.458442;320;285
32.490700;320;285
32.524398;320;285
32.554247;320;285
32.585680;320;285
32.617967;320;285
32.650074;320;285
32.682490;320;285
32.715561;320;285
32.747904;320;285
32.783188;320;285
32.826899;320;285
32.858869;320;285
32.891472;320;285
32.924152;320;285
32.954559;320;285
32.988513;320;285
33.016984;320;285
33.050275;320;285
33.084000;320;285
33.116665;320;285
33.147860;320;285
33.183214;320;285
33.210821;320;285
33.265344;320;285
33.290447;320;285
33.321641;320;285
33.357566;320;285
33.388714;320;285
33.420646;321;285
33.450492;320;285
33.486371;321;285
33.517652;321;285
33.551424;320;286
33.580858;320;285
33.615701;320;285
33.646677;320;285
33.699733;320;286
33.724185;320;285
33.761395;320;285
33.788332;320;285
33.819249;320;285
33.849527;320;286
33.882326;320;285
33.914649;320;285
33.946912;320;285
33.982158;320;285
34.009041;320;285
34.046391;320;285
34.095529;320;285
34.121874;320;285
34.153225;320;285
34.189023;320;285
34.217264;320;285
34.252868;320;285
34.283253;320;285
34.315965;320;285
34.347435;320;285
34.379193;320;285
34.411394;320;285
34.444472;320;285
34.482473;320;285
34.525791;320;285
34.555938;320;285
34.589291;320;285
34.618560;320;285
34.652235;320;285
34.683897;320;285
34.715127;320;285
34.747148;320;285
34.779187;320;285
34.810171;320;285
34.845763;320;285
34.874203;320;285
34.906898;320;285
34.962427;320;285
34.985085;320;285
35.020497;320;285
35.052648;320;285
35.082788;320;285
35.117161;320;285
35.147317;320;285
35.178023;320;285
35.209602;320;285
35.246221;320;285
35.277889;320;285
35.307070;320;285
35.340437;320;285
35.388075;320;285
35.417338;320;285
35.449881;320;285
35.485068;320;285
35.515703;320;285
35.547248;320;285
35.579964;320;285
35.610074;320;285
35.643340;320;285
35.674527;320;285
35.707511;320;285
35.738159;320;285
35.796989;320;285
35.817269;320;285
35.852594;320;285
35.886274;320;285
35.913082;320;285
35.945728;320;285
35.980567;320;285
36.010402;320;285
36.042189;320;285
36.074104;320;285
36.107396;320;285
36.138386;320;285
36.171736;320;285
36.222171;320;285
36.250074;320;285
36.282723;320;285
36.317821;320;286
36.345837;320;285
36.379514;320;285
36.413728;320;285
36.443358;320;286
36.474942;320;286
36.506443;320;285
36.538724;320;286
36.571085;320;286
36.603291;320;286
36.652646;320;286
36.682967;320;286
36.714137;320;286
36.746146;320;286
36.778852;320;286
36.812196;320;285
36.845471;320;285
36.875933;320;285
36.907432;320;286
36.937425;320;286
36.971493;320;286
37.002062;320;285
37.033711;320;285
37.083678;320;285
37.113800;320;285
37.148297;320;285
37.178807;320;285
37.210629;320;286
37.242030;320;286
37.274743;320;286
37.309147;320;286
37.337211;320;286
37.369482;320;286
37.401573;320;286
37.433187;320;285
37.483455;320;285
37.516115;320;285
37.545056;320;285
37.583109;320;285
37.610213;320;285
37.643058;320;285
37.676213;320;285
37.705551;320;285
37.739661;320;285
37.771180;320;285
37.803216;320;285
37.833744;320;285
37.868209;320;285
37.923280;320;285
37.948162;320;285
37.979887;320;285
38.012578;320;285
38.045296;320;285
38.075809;320;285
38.105777;320;285
38.137667;320;285
38.171367;320;285
38.202837;320;285
38.235536;320;285
38.269227;320;285
38.299752;320;285
38.349410;320;285
38.381508;320;285
38.409148;320;285
38.441357;320;285
38.473316;320;285
38.507538;320;285
38.537932;320;285
38.572436;320;285
38.602898;320;285
38.636334;320;285
38.666394;320;285
38.697655;320;285
38.730506;320;285
38.780291;320;285
38.812233;320;285
38.842128;320;285
38.874557;320;285
38.907844;320;285
38.938483;320;285
38.973058;320;285
39.004388;320;285
39.035625;320;285
39.065053;320;285
39.096850;320;285
39.133522;320;285
39.183157;320;285
39.210247;320;285
39.242930;320;285
39.276428;320;285
39.308874;320;285
39.339135;320;285
39.371926;320;285
39.401858;320;285
39.436070;320;285
39.471784;320;285
39.497243;320;285
39.531967;320;285
39.568070;320;285
39.611246;320;285
39.644764;320;285
39.676890;320;285
39.708948;320;285
39.739726;320;285
39.771174;320;285
39.803395;320;285
39.839187;320;285
39.866609;320;285
39.900600;320;285
39.930715;320;285
39.964122;320;285
39.993921;320;285
40.044039;320;285
40.074495;320;286
40.111514;320;285
40.140936;320;285
40.172736;320;285
40.204691;320;285
40.235456;320;285
40.268438;320;285
40.298903;320;285
40.332910;320;285
40.364244;320;285
40.395196;321;285
40.427931;321;285
40.477607;320;285
40.507704;321;285
40.541154;321;285
40.576152;320;285
40.605422;320;286
40.636502;321;285
40.667870;320;285
40.703582;321;285
40.732018;321;285
40.768310;321;285
40.799718;320;285
40.828361;321;285
40.879554;321;285
40.910935;320;286
40.945045;320;286
40.974793;321;285
41.003884;321;285
41.039359;320;285
41.070510;321;285
41.102329;320;285
41.135471;320;285
41.166322;320;286
41.200538;320;285
41.229859;320;285
41.261792;320;285
41.314074;320;285
41.343406;320;285
41.374854;320;286
41.408122;320;286
41.442652;320;286
41.469560;320;286
41.501698;320;285
41.534387;320;286
41.569658;320;286
41.599902;320;285
41.633145;320;285
41.666414;321;285
41.694915;321;285
41.746696;321;285
41.772445;321;285
41.808910;320;285
41.838635;320;285
41.870421;320;285
41.903089;321;285
41.933629;320;285
41.967917;321;285
41.996893;320;286
42.030548;321;285
42.061722;320;285
42.092600;321;285
42.125016;321;285
42.176860;321;285
42.204649;320;285
42.238403;321;285
42.271110;321;285
42.306478;321;285
42.334195;321;285
42.363854;321;285
42.397917;321;285
42.428203;321;285
42.462823;321;285
42.495800;321;285
42.526270;320;285
42.576620;321;285
42.604717;321;285
42.638050;321;285
42.669517;321;285
42.704690;321;285
42.734780;320;285
42.766729;321;285
42.795592;321;285
42.832235;321;285
42.859741;320;285
42.895636;321;285
42.925565;320;285
42.960134;320;285
43.011944;320;285
43.040281;320;285
43.068043;320;285
43.098951;321;285
43.135979;320;285
43.163140;320;285
43.196373;321;285
43.227361;321;285
43.259098;321;285
43.293275;321;285
43.324206;321;285
43.357661;321;285
43.387708;321;285
43.438003;321;285
43.467095;321;285
43.501132;321;285
43.531657;321;285
43.564142;321;285
43.599032;321;285
43.626965;321;285
43.660473;321;285
43.691737;321;285
43.723610;321;285
43.759502;321;285
43.791860;321;285
43.818987;321;285
43.872029;321;285
43.898192;321;285
43.931530;321;285
43.967195;320;285
43.996305;320;285
44.030392;320;285
44.061682;320;285
44.091073;320;285
44.125015;320;285
44.155105;320;285
44.188758;320;285
44.221958;320;285
44.273421;320;285
44.300672;320;285
44.334178;320;285
44.367085;320;285
44.396296;320;285
44.429790;321;285
44.459057;320;285
44.490821;321;285
44.527470;320;285
44.560287;321;285
44.587516;321;285
44.621079;321;285
44.653947;320;285
44.705369;320;285
44.733168;321;285
44.765670;321;285
44.795774;320;286
44.829184;320;286
44.860233;321;285
44.892786;321;285
44.923015;321;285
44.957123;320;286
44.988113;321;285
45.021232;321;285
45.051306;321;285
45.088766;320;286
45.138240;321;285
45.162079;321;285
45.195204;321;285
45.226670;320;286
45.260227;321;285
45.297836;320;286
45.323734;321;285
45.360034;320;286
45.390219;320;286
45.420690;320;286
45.453939;320;286
45.487222;320;286
45.519057;320;286
45.569601;320;286
45.598356;320;286
45.629025;320;286
45.663473;320;286
45.693557;320;286
45.725989;320;286
45.758310;320;285
45.788542;320;285
45.820227;320;286
45.853075;320;286
45.885279;320;285
45.920488;320;286
45.971916;320;286
45.998752;320;286
46.028900;321;285
46.062372;320;285
46.091692;320;285
46.123910;320;285
46.158436;320;285
46.187645;320;285
46.221951;321;285
46.252096;321;285
46.286629;321;285
46.315959;321;285
46.348537;321;285
46.402371;321;285
46.428366;321;285
46.459660;321;285
46.496893;320;285
46.525432;321;285
46.557279;321;285
46.591998;321;285
46.620187;321;285
46.654490;320;285
46.683601;320;285
46.717940;320;285
46.748682;320;285
46.779999;321;285
46.831252;320;286
46.863360;320;285
46.895546;320;285
46.925364;320;285
46.959338;320;285
46.988649;320;285
47.021304;320;285
47.052175;320;285
47.086967;320;285
47.117179;320;285
47.153318;320;285
47.182895;320;285
47.213632;320;285
47.269046;320;285
47.291500;320;285
47.324638;320;285
47.357488;320;285
47.390567;320;285
47.420478;320;285
47.452511;320;285
47.485010;321;285
47.516470;320;285
47.551829;320;285
47.579797;320;285
47.611841;320;285
47.663557;321;285
47.692829;320;285
47.724509;320;285
47.761876;321;285
47.789106;321;285
47.821045;321;285
47.851833;320;285
47.885220;320;285
47.919335;321;285
47.947240;320;285
47.980598;320;285
48.016061;320;285
48.045055;320;285
48.096313;320;285
48.125897;320;285
48.155833;321;285
48.186799;321;285
48.223740;320;285
48.252755;320;285
48.284590;320;285
48.316325;320;285
48.349930;320;285
48.380132;320;285
48.411950;320;285
48.448531;321;285
48.478264;320;285
48.530785;321;285
48.558335;320;285
48.591119;320;285
48.624038;320;285
48.652595;320;285
48.691052;320;285
48.718774;320;285
48.752325;320;285
48.782505;320;285
48.815802;321;285
48.843836;320;285
48.876728;321;285
48.907524;320;285
48.963031;320;285
48.989619;320;285
49.017397;320;285
49.060986;320;285
49.083460;320;286
49.115514;321;285
49.146346;320;285
49.179150;320;285
49.210169;320;285
49.242395;320;285
49.273643;320;285
49.306075;320;285
49.356482;320;285
49.386316;320;285
49.419473;320;285
49.449385;320;285
49.481894;320;285
49.513204;320;285
49.548248;320;285
49.578489;320;285
49.610652;320;285
49.644156;320;285
49.674427;320;285
49.707710;320;285
49.746721;320;286
49.794569;320;285
49.820295;320;286
49.851603;320;285
49.888812;320;285
49.913554;320;285
49.947143;321;285
49.978441;321;286
50.013211;323;285
50.044204;325;285
50.078284;327;285
50.105872;330;285
50.143175;333;285
50.172957;337;285
50.220116;341;285
50.250876;346;284
50.286087;350;284
50.315144;355;283
50.347354;359;283
50.379653;364;282
50.411457;369;281
50.443335;374;280
50.475564;379;279
50.507259;385;278
50.537523;390;277
50.569463;395;275
50.601633;399;274
50.652323;404;273
50.680912;408;271
50.713262;412;269
50.750599;416;268
50.778103;421;266
50.813240;425;264
50.842780;429;262
50.874334;434;260
50.908035;438;258
50.939532;442;256
50.968554;445;254
51.000562;448;253
51.050780;450;252
51.080820;451;251
51.117865;452;250
51.147499;452;250
51.177531;452;250
51.212601;452;251
51.242438;451;251
51.274265;451;251
51.310425;451;251
51.338021;451;251
51.370435;450;251
51.401170;450;251
51.433306;451;251
51.483447;450;251
51.514733;450;251
51.545787;450;251
