time;x1;y1;x2;y2
0.000000;215;49;211;53
0.054462;308;70;237;239
0.085849;308;70;236;240
0.121795;308;70;236;240
0.153778;308;70;235;240
0.186835;308;70;234;240
0.221880;309;70;234;242
0.255987;308;70;233;242
0.297034;308;70;232;242
0.297281;308;70;234;240
0.352489;309;70;230;243
0.388863;308;70;229;242
0.419826;308;70;228;242
0.457913;308;70;226;242
0.487887;308;70;225;242
0.524985;308;70;225;237
0.558066;308;70;223;237
0.591626;308;70;221;242
0.597229;308;70;225;242
0.646558;308;70;225;236
0.685780;308;70;218;238
0.724791;308;70;217;239
0.756829;308;70;216;239
0.785027;308;70;217;237
0.822958;308;70;217;236
0.854537;308;70;216;237
0.885280;308;70;216;237
0.921262;308;70;216;237
0.952876;308;70;216;237
0.985854;308;70;217;237
1.016908;308;70;217;237
1.054090;308;70;216;240
1.085802;308;70;217;240
1.120762;308;70;219;239
1.152797;308;70;219;240
1.186967;308;70;220;240
1.221617;308;70;221;240
1.254415;308;70;222;240
1.287132;308;70;222;240
1.320059;308;70;222;244
1.351907;308;70;223;245
1.392934;308;70;223;244
1.394237;308;70;222;240
1.450077;308;70;224;244
1.485979;308;70;224;244
1.518029;308;70;224;244
1.554193;308;70;224;244
1.586118;308;70;223;244
1.617861;308;70;223;244
1.650011;308;70;222;244
1.682421;308;70;222;245
1.717888;308;70;221;245
1.750129;308;70;220;245
1.782121;308;70;220;245
1.817885;308;70;221;240
1.850197;308;70;220;240
1.882669;308;70;220;240
1.917878;308;70;220;240
1.951971;308;70;220;240
1.982195;308;70;220;240
2.019146;308;70;220;240
2.050394;308;70;220;241
2.081877;308;70;220;241
2.117925;308;70;220;241
2.150131;308;70;220;246
2.182453;308;70;220;246
2.214949;308;70;220;241
2.251148;308;70;220;246
2.284754;308;70;220;246
2.315218;308;70;220;246
2.353797;308;70;220;246
2.383760;308;70;220;246
2.415064;308;70;220;246
2.447453;308;70;220;246
2.482940;308;70;220;246
2.482940;308;70;220;246
2.515053;308;70;220;246
2.515053;308;70;220;246
2.547695;308;70;220;246
2.547695;308;70;220;246
2.583940;308;70;220;246
2.583940;308;70;220;246
2.615522;308;70;220;246
2.615522;308;70;220;246
2.647046;308;70;220;246
2.647046;308;70;220;246
2.684901;308;70;220;246
2.684901;308;70;220;246
2.715055;308;70;221;246
2.715055;308;70;221;246
2.747356;308;70;221;246
2.747356;308;70;221;246
2.782902;308;70;221;246
2.782902;308;70;221;246
2.814908;308;70;221;246
2.814908;308;70;221;246
2.852556;308;70;221;246
2.852556;308;70;221;246
2.857111;308;70;221;246
2.857111;308;70;221;246
2.917259;308;70;220;246
2.917259;308;70;220;246
2.947822;308;70;220;246
2.947822;308;70;220;246
2.979886;308;70;220;246
2.979886;308;70;220;246
3.016085;308;70;220;246
3.016085;308;70;220;246
3.047899;308;70;220;246
3.047899;308;70;220;246
3.080207;308;70;220;246
3.080207;308;70;220;246
3.112490;308;70;220;246
3.112490;308;70;220;246
3.158198;308;70;220;246
3.158198;308;70;220;246
3.180157;308;70;221;246
3.180157;308;70;221;246
3.212613;308;70;221;246
3.212613;308;70;221;246
3.248391;308;70;221;246
3.248391;308;70;221;246
3.280083;308;70;220;245
3.280083;308;70;220;245
3.312911;308;70;220;245
3.312911;308;70;220;245
3.350813;308;70;220;245
3.350813;308;70;220;245
3.380199;308;70;220;245
3.380199;308;70;220;245
3.428302;308;70;220;246
3.428302;308;70;220;246
3.428686;308;70;220;245
3.428686;308;70;220;245
3.480912;308;70;219;246
3.480912;308;70;219;246
3.513310;308;70;219;246
3.513310;308;70;219;246
3.544915;308;70;219;246
3.544915;308;70;219;246
3.581086;308;70;219;246
3.581086;308;70;219;246
3.613059;308;70;219;246
3.613059;308;70;219;246
3.644887;308;70;219;246
3.644887;308;70;219;246
3.681299;308;70;219;246
3.681299;308;70;219;246
3.713102;308;70;220;246
3.713102;308;70;220;246
3.744948;308;70;220;246
3.744948;308;70;220;246
3.776994;308;70;220;245
3.776994;308;70;220;245
3.814219;308;70;220;245
3.814219;308;70;220;245
3.845482;308;70;220;245
3.845482;308;70;220;245
3.877436;308;70;221;245
3.877436;308;70;221;245
3.913519;308;70;221;245
3.913519;308;70;221;245
3.944788;308;70;221;245
3.944788;308;70;221;245
3.977049;308;70;221;245
3.977049;308;70;221;245
4.012885;308;70;221;245
4.012885;308;70;221;245
4.044911;308;70;221;245
4.044911;308;70;221;245
4.077386;308;70;221;245
4.077386;308;70;221;245
4.112886;308;70;221;245
4.112886;308;70;221;245
4.144999;308;70;221;245
4.144999;308;70;221;245
