time;x;y
7.207227;434;210
7.243577;442;211
7.275058;447;212
7.307686;450;213
7.343225;452;213
7.374698;105;222
7.407003;105;222
7.438716;105;222
7.474615;105;222
7.507590;105;222
7.539424;105;222
7.574790;105;222
7.607294;105;222
7.639449;105;222
7.674856;105;222
7.707288;105;222
7.739390;105;222
7.775364;105;222
7.807228;105;222
7.839450;105;222
7.875278;105;222
7.907220;105;222
7.938992;105;222
7.971033;105;222
8.007399;105;222
8.039036;105;222
8.071245;105;222
8.107425;447;214
8.139131;433;205
8.171241;415;198
8.206939;398;191
8.239391;382;184
8.271128;368;178
8.307208;355;173
8.339439;344;168
8.371001;334;165
8.407211;326;162
8.439420;318;161
8.471324;312;160
8.503075;306;160
8.540470;302;160
8.570792;299;160
8.602843;297;160
8.639340;295;160
8.671469;292;161
8.703479;289;163
8.739017;286;165
8.771433;283;169
8.802997;279;174
8.839473;275;179
8.871312;271;185
8.903421;267;190
8.939079;265;196
8.971380;264;201
9.003326;264;204
9.039079;264;206
9.071434;265;205
9.103171;265;202
9.135091;269;197
9.170910;277;191
9.203134;287;185
9.235464;299;178
9.271517;310;173
9.303414;321;170
9.335487;332;167
9.371283;341;166
9.402978;349;166
9.435539;354;169
9.470898;358;172
9.503191;361;176
9.535492;365;180
9.571458;369;184
9.603351;373;188
9.635577;378;192
9.667578;383;196
9.703589;388;200
9.736220;392;204
9.767601;396;211
9.803226;401;218
9.835507;406;227
9.867600;413;236
9.903484;419;245
9.935031;423;254
9.967674;427;261
10.003185;430;268
10.035217;434;273
10.067552;436;278
10.103589;438;284
10.135617;440;290
10.167336;443;297
10.199581;446;305
10.235052;448;309
10.268220;450;310
10.299730;449;310
10.335281;448;311
10.367517;444;315
10.399394;445;369
10.435194;438;369
10.467535;105;222
10.499117;105;222
10.535659;105;222
10.567434;105;222
10.599742;387;348
10.635594;379;353
10.667608;368;347
10.699315;346;360
10.735519;337;358
10.767598;326;357
10.799662;316;355
10.831567;307;351
10.867372;298;345
10.899576;288;340
10.931642;280;334
10.967645;272;327
10.999680;264;316
11.032292;260;310
11.067736;264;283
11.099632;263;275
11.131413;263;271
11.167580;263;267
11.199394;263;262
11.231750;263;256
11.267156;105;226
11.299034;105;226
11.331064;105;225
11.363230;105;223
11.399115;105;222
11.431576;105;221
11.463689;105;220
11.499030;266;206
11.531081;268;198
11.563633;274;194
11.599376;279;189
11.631725;285;185
11.663633;292;181
11.700697;299;178
11.731622;306;175
11.764026;313;174
11.799379;320;173
11.831653;327;172
11.863633;333;171
11.895569;339;171
11.932252;343;172
11.963400;347;172
11.995089;351;173
12.031451;354;173
12.063356;356;175
12.095510;358;177
12.131736;362;179
12.163512;366;181
12.195681;371;184
12.231662;377;186
12.263766;382;190
12.295773;389;194
12.331689;396;198
12.363640;404;203
12.395752;410;208
12.431730;417;213
12.463909;423;219
12.495335;432;224
12.527596;439;230
12.563135;444;237
12.595599;445;246
12.627636;105;222
12.663858;105;222
12.695162;105;222
12.727852;105;222
12.763478;105;222
12.795602;105;222
12.827588;105;222
12.863469;105;222
12.895211;105;223
12.927599;105;223
12.963488;105;223
12.995422;105;223
13.027783;105;223
13.059394;105;223
13.095899;105;223
13.127340;105;223
13.159389;105;223
13.195810;105;223
13.227630;105;223
13.259887;402;321
13.295887;394;320
13.327591;388;321
13.359567;380;321
13.395458;372;321
13.427506;365;322
13.459583;357;321
13.495646;350;319
13.527696;342;316
13.560042;332;317
13.592075;324;314
13.627854;316;307
13.659432;310;292
13.691734;302;283
13.727864;296;277
13.759738;291;273
13.791769;287;268
13.827355;283;262
13.859745;280;255
13.892375;277;249
13.927708;274;241
13.959969;272;235
13.991317;269;228
14.027651;267;223
14.059908;265;218
14.091954;105;220
14.127778;105;220
14.160279;105;220
14.191838;105;219
14.225294;105;219
14.259840;105;218
14.291960;105;217
14.323608;256;192
14.359503;261;188
14.391575;265;183
14.423786;272;181
14.459861;280;177
14.491851;288;174
14.523738;295;171
14.559831;303;169
14.591712;310;167
14.623531;316;166
14.660081;323;165
14.691555;329;164
14.723371;335;164
14.755586;341;164
14.791431;348;165
14.823584;354;168
14.855963;362;171
14.891637;370;175
14.923326;376;180
14.955394;382;187
14.992116;388;193
15.023571;394;199
15.055545;398;207
15.091591;402;215
15.124002;405;224
15.155860;407;233
15.191633;409;243
15.223401;411;253
15.255659;411;263
15.287480;412;272
15.323627;411;280
15.355984;411;287
15.387495;410;294
15.426699;409;300
15.455303;408;305
15.487600;408;308
15.523674;411;308
15.555470;410;308
15.587427;409;309
15.623643;407;309
15.655329;405;313
15.687566;404;315
15.724013;402;317
15.755517;400;319
15.787513;397;320
15.823601;105;222
15.855588;105;223
15.887681;105;223
15.919684;105;223
15.955644;105;223
15.987909;105;223
16.019408;105;223
16.055947;105;223
16.088020;352;322
16.119577;345;322
16.155670;324;347
16.188193;321;343
16.219722;318;337
16.255895;314;331
16.290357;309;327
16.320148;306;321
16.355601;302;315
16.387554;299;309
16.419665;298;284
16.452009;296;280
16.487591;294;276
16.520009;293;275
16.551909;292;273
16.587542;292;271
16.619717;292;268
16.651984;292;265
16.687497;292;261
16.719757;293;257
16.751531;293;254
16.788157;294;251
16.820135;295;247
16.851724;296;243
16.888522;297;240
16.920128;298;237
16.952207;299;235
16.983617;299;233
17.019675;299;232
17.051655;298;232
17.084098;298;232
17.119616;299;232
17.151556;300;235
17.183664;301;239
17.219527;303;245
17.251586;304;253
17.284101;306;261
17.319630;309;271
17.352239;312;277
17.383603;315;287
17.420031;317;315
17.451910;316;330
17.483714;310;345
17.519545;302;362
17.552081;302;371
17.584218;302;371
17.616323;302;371
17.651584;105;222
17.684116;105;222
17.716181;105;222
17.752177;105;222
17.783689;105;223
17.815515;105;223
17.851657;105;223
17.884301;105;223
17.916219;105;222
17.952268;105;222
17.983804;105;222
18.016062;105;222
18.054120;105;221
18.083688;105;221
18.108582;105;221
18.149631;105;221
18.182241;105;221
18.218159;105;220
18.249767;298;371
18.282156;310;371
18.317584;324;371
18.350375;105;220
18.382230;105;220
18.413740;395;317
18.450240;406;313
18.481991;416;309
18.513773;424;309
18.550218;430;309
18.582179;436;309
18.613737;105;222
18.649590;105;222
18.681662;105;222
18.714332;105;222
18.750200;105;222
18.781960;105;222
18.813672;105;222
18.850277;105;222
18.881974;105;222
18.913656;105;223
18.950377;105;222
18.982334;105;222
19.013606;105;223
19.045691;105;223
19.081681;105;223
19.114305;105;223
19.145625;105;223
19.182214;105;223
19.214318;105;223
19.246330;105;223
19.282286;105;223
19.313886;105;223
19.345812;105;223
19.382312;105;223
19.414320;105;223
19.446098;105;223
19.482288;105;223
19.514410;105;223
19.545992;105;222
19.577647;105;222
19.613701;105;222
19.646345;105;222
19.678528;105;222
19.714283;105;222
19.746316;105;222
19.778357;105;222
19.813776;105;222
19.846284;105;222
19.878442;105;222
19.914328;105;222
19.946377;105;222
19.978347;105;222
20.014069;105;222
20.046398;105;222
20.078141;105;222
20.109619;105;222
20.146343;105;223
20.177666;105;223
20.210238;105;223
20.246360;105;223
20.277965;105;223
20.310500;105;223
20.351845;105;223
20.377803;105;223
20.410275;105;223
20.446223;105;223
20.478465;105;223
20.509922;105;222
20.545753;105;223
20.578347;105;223
20.610433;105;223
20.646091;105;223
20.678573;105;223
20.710356;105;223
20.742156;105;223
20.778364;105;223
20.809913;105;223
20.841819;105;223
20.878331;105;223
20.910132;105;223
20.942585;105;223
20.978328;105;222
21.010732;105;222
21.042374;105;222
21.078216;105;222
21.109943;105;222
21.142329;105;222
21.178340;105;222
21.210145;105;222
21.241872;105;222
21.274368;105;222
21.309774;105;222
21.341958;105;223
21.374372;105;223
21.410100;105;223
21.442395;105;223
21.474014;105;223
21.509999;105;223
21.542602;105;223
21.574530;105;223
21.610389;105;223
21.642433;105;223
21.674486;105;223
21.710472;105;223
21.742527;105;223
21.774127;105;223
21.806266;105;223
21.841829;105;223
21.873877;105;223
21.905875;105;223
21.942417;105;223
21.974083;105;223
22.006599;105;223
22.042133;105;223
22.074461;105;223
22.106456;105;222
22.142099;105;223
22.174258;105;223
22.205930;105;223
22.242072;105;223
22.273975;105;223
22.305921;105;223
22.342315;105;223
22.373851;105;223
22.406177;105;223
22.438144;105;223
22.473780;105;223
22.506061;105;223
22.538339;105;223
22.573814;105;223
22.606579;105;223
22.638403;105;223
22.674439;105;223
22.705863;105;223
22.738369;105;223
22.774095;105;223
22.806173;105;223
22.838506;105;224
22.874065;105;224
22.906481;105;224
22.938533;105;224
22.970446;105;224
23.006131;105;224
23.037852;105;224
23.070083;105;224
23.106453;105;224
23.137859;105;224
23.170544;106;223
23.206513;108;222
23.237994;110;222
23.270549;112;221
23.306393;114;220
23.338319;116;219
23.370447;118;219
23.406486;120;219
23.438487;122;218
23.472406;124;217
23.502186;125;216
23.537888;127;216
23.569981;128;215
23.602196;129;215
23.638457;130;214
23.670472;131;214
23.702431;132;214
23.738519;134;213
23.770938;136;213
23.802667;138;212
23.838478;140;211
23.870650;143;209
23.902438;145;209
23.938216;147;207
23.970560;149;206
24.002581;150;205
24.038610;152;202
24.074480;153;202
24.102537;154;201
24.133952;156;194
24.170611;157;193
24.202542;158;191
24.234071;159;189
24.270055;160;187
24.302176;162;182
24.334520;162;183
24.369998;161;185
24.402602;161;185
24.434424;162;185
24.470193;162;184
24.502564;163;183
24.534589;163;183
24.571765;162;184
24.603856;162;185
24.634601;162;185
24.666563;162;185
24.702067;161;188
24.734598;161;191
24.766324;162;190
24.802530;163;190
24.834137;164;191
24.866174;165;191
24.902678;166;191
24.934586;167;191
24.966085;167;191
25.002445;168;191
25.034587;168;191
25.066349;168;192
25.102512;168;192
25.134695;169;192
25.166679;169;192
25.198636;170;192
25.234005;171;193
25.266711;172;193
25.300868;173;193
25.334557;174;193
25.366770;176;193
25.398278;179;193
25.434198;181;193
25.466203;184;193
25.498605;187;193
25.534065;189;193
25.566712;192;193
25.598128;193;194
25.634068;197;193
25.666553;199;193
25.698071;200;193
25.734769;201;193
25.766635;202;193
25.798687;202;193
25.830699;202;193
25.866323;201;193
25.898454;201;193
25.930702;200;192
25.966725;199;192
25.998494;197;193
26.030311;195;193
26.066100;192;193
26.098705;189;193
26.130718;187;193
26.166689;185;193
26.198687;183;194
26.230526;181;194
26.266823;180;193
26.298658;178;193
26.330671;177;193
26.362342;175;193
26.398088;174;194
26.430821;173;194
26.462284;173;193
26.499154;172;194
26.530718;172;193
26.562616;172;193
26.598094;172;193
26.630319;172;193
26.662722;172;194
26.698631;172;194
26.731411;173;193
26.762153;173;194
26.798639;174;193
26.830687;174;193
26.862780;174;193
26.894200;174;193
26.930764;175;193
26.962758;175;193
26.994347;175;193
27.030618;175;193
27.062706;175;193
27.094422;175;193
27.130538;175;193
27.162366;174;193
27.194456;174;193
27.230741;174;193
27.266162;173;193
27.294785;173;193
27.330545;172;193
27.362684;171;194
27.394458;171;193
27.430718;170;194
27.462788;170;194
27.494282;169;194
27.526492;169;194
27.562612;168;194
27.594569;168;194
27.626084;167;194
27.662090;167;194
27.694714;166;194
27.726590;165;195
27.762271;165;194
27.794760;165;194
27.826609;164;194
27.862695;164;194
27.894852;163;195
27.926813;163;194
27.962604;162;195
27.994267;162;194
28.026639;161;195
28.058237;161;195
28.094754;160;195
28.126927;159;196
28.158183;159;196
28.194409;158;196
28.226303;158;196
28.258367;157;196
28.294397;156;196
28.326591;155;195
28.358224;153;195
28.394811;152;195
28.426635;150;195
28.458736;148;195
28.494363;146;196
28.526661;144;196
28.558228;142;197
28.590828;140;197
28.626795;138;198
28.658665;136;198
28.690625;134;198
28.726326;133;199
28.758833;131;200
28.790638;129;200
28.826749;128;201
28.858830;126;201
28.890741;124;202
28.926483;123;203
28.958245;121;204
28.991091;120;204
29.026684;118;209
29.058773;117;208
29.090406;115;208
29.126266;114;208
29.158268;112;208
29.190355;111;208
29.222183;110;208
29.258188;109;208
29.290188;108;209
29.322978;107;210
29.358605;106;211
29.390838;106;212
29.422873;105;208
29.458762;105;208
29.490253;105;209
29.522945;105;209
29.558357;105;209
29.591058;105;210
29.622775;105;210
29.658483;106;210
29.690378;107;211
29.722262;107;213
29.754678;108;214
29.790342;108;216
29.822786;109;217
29.857279;109;218
29.890884;109;219
29.922847;110;221
29.955916;109;218
29.990814;109;214
30.022741;110;209
30.054863;111;205
30.090207;112;201
30.122873;113;197
30.154310;113;195
30.190806;114;192
30.222216;114;190
30.254340;114;189
30.286399;114;188
30.323000;113;187
30.354465;112;187
30.386803;112;186
30.422704;111;185
30.454882;110;185
30.486696;110;185
30.522229;109;185
30.554430;109;184
30.587973;109;184
30.622151;108;185
30.654818;108;185
30.686899;107;185
30.722213;106;185
30.754860;106;184
30.786296;106;184
30.822847;105;184
30.854830;105;183
30.886888;105;182
30.918409;105;182
30.954302;105;181
30.987061;105;181
31.018882;105;180
31.054923;105;180
31.086141;105;179
31.118866;105;179
31.154285;105;179
31.186666;105;179
31.218400;105;181
31.254459;105;181
31.286406;105;182
31.319099;105;182
31.354326;105;181
31.387271;105;181
31.418880;105;181
31.450272;105;181
31.486354;105;181
31.518297;105;181
31.550835;105;181
31.586848;105;181
31.618258;105;181
31.651096;105;181
31.687017;105;181
31.718915;105;181
31.750988;105;181
31.786770;105;180
31.819027;105;179
31.850870;105;179
31.886767;105;178
31.918950;105;178
31.950521;105;178
31.982604;105;178
32.018487;106;178
32.051064;107;178
32.082936;105;194
32.118945;105;194
32.150965;105;219
32.182283;105;220
32.218990;105;220
32.251030;105;220
32.282595;105;220
32.327859;105;223
32.350619;105;223
32.382330;105;224
32.418732;105;224
32.450618;105;224
32.482519;105;225
32.518581;105;225
32.550633;105;225
32.582401;105;225
32.614540;105;225
32.650614;105;225
32.682441;105;225
32.714745;105;224
32.750630;105;224
32.782505;105;224
32.814505;105;224
32.850620;105;223
32.883387;107;223
32.914807;110;223
32.950243;113;223
32.982478;116;223
33.014474;118;222
33.050629;121;222
33.082599;124;222
33.114501;126;221
33.146597;129;222
33.182458;129;218
33.214611;134;199
33.246688;134;203
33.282543;134;205
33.314989;134;208
33.346640;134;210
33.382419;134;211
33.414601;134;211
33.446497;134;210
33.482644;134;209
33.514340;134;206
33.546488;133;204
33.582908;133;202
33.615002;133;201
33.646718;133;197
33.678509;131;208
33.714480;130;208
33.746623;129;208
33.778906;128;208
33.814558;128;208
33.846932;127;208
33.878438;126;208
33.914491;125;209
33.947467;125;208
33.978609;124;208
34.014654;124;208
34.046618;124;195
34.078807;124;197
34.114393;123;199
34.146631;122;201
34.178498;121;202
34.214471;120;201
34.246673;119;202
34.279037;119;203
34.310517;118;204
34.346489;118;204
34.378579;117;204
34.410642;117;204
34.446595;117;204
34.478679;116;204
34.510641;116;203
34.546613;116;203
34.578516;116;202
34.610592;116;202
34.646582;116;202
34.678657;116;202
34.710864;115;202
34.746544;115;201
34.778813;115;201
34.810988;115;201
34.842604;115;201
34.878628;115;201
34.910996;115;201
34.942469;115;201
34.978559;115;202
35.010820;115;202
35.042637;115;203
35.079027;115;203
35.110637;116;203
35.142666;116;204
35.178392;116;204
35.210607;116;205
35.242642;117;205
35.278522;117;206
35.310459;117;207
35.342680;117;207
35.374972;117;208
35.410626;118;208
35.442638;118;209
35.475017;118;209
35.510717;118;209
35.543099;118;209
35.574706;118;210
35.610808;118;210
35.642968;118;210
35.674682;118;210
35.710868;119;210
35.742747;119;210
35.774719;118;210
35.810724;118;210
35.842757;118;209
35.874474;118;209
35.910591;118;209
35.942447;118;208
35.974721;118;207
36.006574;118;206
36.042638;118;206
36.074946;117;206
36.106581;117;206
36.142750;117;206
36.174566;117;206
36.206753;117;207
36.242743;117;207
36.274958;117;207
36.306497;117;207
36.342586;117;208
36.374804;116;208
36.406585;117;208
36.442586;117;208
36.475017;117;208
36.506672;117;208
36.538612;117;209
36.574663;118;209
36.607122;118;209
36.638641;118;209
36.674784;118;209
36.706895;118;209
36.738875;118;209
36.774594;118;209
