time;x1;y1;x2;y2
0.000000;402;234;384;322
0.037588;412;236;401;262
0.078151;422;236;412;261
0.081783;390;235;370;325
0.133668;444;228;435;303
0.165660;450;230;446;301
0.198042;460;222;455;297
0.234313;467;221;462;294
0.265829;472;219;468;288
0.299374;477;220;473;289
0.336679;480;220;476;287
0.365677;484;220;515;434
0.407532;487;219;482;268
0.437496;488;221;483;267
0.465704;490;222;484;258
0.497814;490;222;485;253
0.533973;490;223;481;282
0.565750;501;429;501;428
0.597816;506;406;506;406
0.638007;517;41;507;402
0.665701;520;41;505;425
0.698173;523;41;508;422
0.729749;483;229;510;421
0.766287;483;230;511;424
0.797816;482;229;515;418
0.830519;464;277;468;264
0.865786;464;275;471;259
0.898482;466;272;475;253
0.930555;470;268;479;247
0.965930;484;245;482;244
0.997825;499;219;486;239
1.030089;501;219;523;400
1.065759;504;219;280;363
1.097923;508;218;280;363
1.129799;512;218;280;363
1.166002;517;218;280;363
1.197747;522;219;280;363
1.229927;527;220;281;363
1.261930;533;220;281;363
1.298038;538;222;281;363
1.330058;287;142;282;363
1.361778;288;141;282;363
1.397917;288;141;283;363
1.430676;288;141;282;363
1.462556;286;142;283;363
1.497825;287;142;283;363
1.530069;286;142;283;363
1.561778;288;141;283;363
1.597852;287;142;283;363
1.630615;287;142;283;363
1.661992;287;142;282;363
1.697752;286;142;283;363
1.729749;286;142;283;363
1.761720;286;142;282;363
1.794721;287;142;282;363
1.829838;287;142;282;363
1.862114;286;142;282;363
1.893733;288;141;282;363
1.929947;287;142;282;363
1.961768;287;142;282;363
1.993981;287;142;282;363
2.029916;288;141;282;363
2.061699;288;141;282;363
2.093762;286;142;282;363
2.129924;287;142;282;363
2.162613;286;142;282;363
2.193869;288;141;282;363
2.229775;288;141;282;363
2.262289;286;142;282;363
2.293954;287;142;282;363
2.329859;288;141;282;363
2.362614;288;141;282;363
2.393890;288;141;282;363
2.426349;286;142;282;363
2.461772;288;141;282;363
2.494386;288;141;282;363
2.525807;288;141;282;363
2.563435;288;141;282;363
2.593919;288;141;283;363
2.625947;288;141;283;363
2.661761;288;141;283;363
2.693944;288;141;283;363
2.725735;288;141;282;363
2.761884;288;141;283;363
2.793722;288;141;283;363
2.825894;288;141;283;363
2.868530;288;141;282;363
2.893923;288;141;282;363
2.925796;288;141;282;363
2.957989;288;141;283;363
2.994859;288;141;283;363
3.025853;288;141;283;363
3.057988;288;141;283;363
3.094057;288;141;282;363
3.125936;288;141;283;363
3.157816;288;141;283;363
3.194056;288;141;283;363
3.218814;286;142;282;363
3.258745;288;141;282;363
3.293803;288;141;282;363
3.325959;288;141;282;363
3.357945;287;142;282;363
3.394033;288;141;282;363
3.425847;286;142;283;363
3.458530;288;141;282;363
3.506680;286;142;282;363
3.509107;288;141;282;363
3.556736;288;141;283;363
3.592766;288;141;283;363
3.624845;288;141;282;363
3.657605;288;141;283;363
3.692817;287;142;283;363
3.724906;287;142;283;363
3.756905;288;141;282;363
3.792781;286;142;282;363
3.824745;286;142;282;363
3.853738;286;142;283;363
3.890084;286;142;283;363
3.932881;286;142;283;363
3.936829;286;142;282;363
3.991815;286;142;282;363
4.023955;286;142;282;363
4.063707;286;142;282;363
4.067833;286;142;282;363
4.123925;285;142;283;363
4.155963;286;142;282;363
4.191703;287;142;282;363
4.224612;287;142;282;363
4.255928;287;142;282;363
4.291807;287;142;282;363
4.323904;287;142;282;363
4.364991;286;142;282;363
4.388138;286;142;282;363
4.423879;286;142;282;363
4.456018;286;142;282;363
4.488858;286;142;282;363
4.524162;286;142;282;363
4.556301;286;142;282;363
4.588013;287;142;282;363
4.624303;286;142;282;363
4.656266;286;142;282;363
4.688912;286;142;283;363
4.723822;287;142;283;363
4.756015;286;142;282;363
4.791152;287;142;278;363
4.823849;287;142;283;362
4.856717;287;142;282;362
4.890210;287;142;282;362
4.920217;287;142;285;362
4.956661;287;142;285;363
4.987960;287;142;287;363
5.020436;287;142;287;363
5.056334;287;142;291;364
5.087976;287;142;297;223
5.119920;287;142;296;228
5.155789;286;142;298;222
5.188053;286;142;295;228
5.220624;286;142;295;228
5.255748;287;142;298;222
5.289612;287;142;298;222
5.320073;286;142;298;222
5.362973;286;142;298;222
5.366052;287;142;298;222
5.421905;287;142;294;223
5.453791;287;142;298;223
5.485729;287;142;296;229
5.521974;287;142;296;228
5.555430;287;142;298;223
5.585904;288;142;297;223
5.621853;288;142;297;223
5.653778;288;142;297;227
5.685817;288;142;298;228
5.721812;289;142;298;222
5.753723;289;142;294;363
5.785914;290;142;297;363
5.817883;290;142;299;363
5.853889;292;142;303;363
5.886134;293;142;307;363
5.917857;295;141;307;225
5.955436;297;141;315;362
5.985872;299;141;319;362
6.017982;301;141;324;361
6.054935;303;141;328;361
6.085979;305;140;334;359
6.118011;307;140;338;359
6.153977;308;140;343;358
6.185775;310;139;349;357
6.217854;311;139;354;356
6.253905;312;139;357;356
6.285797;541;308;358;356
6.317845;542;309;358;357
6.349902;543;309;358;357
6.385767;544;309;357;358
6.417850;312;139;356;359
6.450638;311;139;355;359
6.485804;311;139;355;359
6.517929;311;139;354;359
6.550040;310;139;354;359
6.585883;310;139;353;359
6.629313;310;139;353;359
6.650414;310;139;353;359
6.686866;310;139;353;359
6.717869;310;139;354;359
6.750124;311;139;354;359
6.786709;311;139;354;359
6.817855;311;139;354;359
6.858873;311;139;354;359
6.887406;311;139;354;359
6.917696;311;139;354;359
6.949741;311;139;354;359
6.982719;311;139;354;359
7.019231;311;139;354;359
7.049818;311;139;354;359
7.087099;311;139;354;359
7.119528;311;139;354;359
7.150423;311;139;354;359
7.176861;311;139;354;359
7.217584;311;139;354;359
7.248970;311;139;354;359
7.285126;311;139;355;359
7.316842;311;139;354;359
7.349220;311;139;354;359
7.381655;311;139;355;359
7.416972;311;139;354;364
7.449161;311;139;354;363
7.481104;311;139;355;363
7.517233;311;139;355;364
7.549073;311;139;355;364
7.580787;311;139;355;364
7.617855;311;139;355;364
7.648870;311;139;356;360
7.680985;311;139;356;363
7.716997;311;139;356;364
7.743838;311;139;355;364
7.780383;312;139;357;364
7.816099;311;139;358;363
7.847791;312;139;358;363
7.880179;312;139;359;361
7.915925;312;139;359;363
7.948137;312;139;360;362
7.979763;312;139;360;361
8.016355;312;139;361;361
8.048078;312;139;361;361
8.080547;313;139;361;363
8.116468;313;139;362;362
8.147877;313;139;362;362
8.180210;313;139;363;361
8.215946;313;139;363;361
8.247829;314;139;364;361
8.279793;314;139;364;360
8.312190;314;138;365;361
8.348016;314;138;365;361
8.381641;315;138;366;361
8.411995;315;138;367;361
8.463680;315;138;367;361
8.466132;314;138;365;361
8.514399;315;138;560;300
8.546451;315;138;560;299
8.578750;315;138;559;299
8.613957;315;138;365;361
8.645862;314;139;364;361
8.677903;313;139;362;362
8.713906;312;139;359;362
8.742028;312;139;559;299
8.781109;310;139;349;359
8.813570;308;140;344;359
8.844947;306;140;339;359
8.881189;304;141;334;359
8.912859;303;141;326;360
8.955056;300;141;318;361
8.960565;306;140;339;359
9.014633;295;141;298;362
9.045988;291;142;288;363
9.077955;289;142;278;362
9.114030;287;142;268;362
9.146063;282;142;258;361
9.177791;277;142;290;222
9.209812;275;141;290;218
9.245890;271;141;289;218
9.277916;267;141;221;357
9.309967;264;140;214;356
9.345890;261;140;208;355
9.377879;258;139;204;353
9.409826;256;139;200;352
9.448740;255;138;197;351
9.453799;261;140;208;355
9.510153;253;138;195;350
9.545688;253;138;195;350
9.578618;253;138;195;350
9.609985;253;138;197;351
9.652661;254;138;199;352
9.677919;255;138;202;353
9.709835;256;139;206;355
9.742132;257;139;211;356
9.777961;259;140;217;357
9.809827;261;140;223;358
9.841748;263;140;561;404
9.877793;266;141;571;404
9.909852;269;141;579;405
9.941874;272;141;257;362
9.977716;275;141;265;363
10.009936;277;142;275;363
10.041854;281;142;283;363
10.078008;285;142;291;363
10.109738;288;142;299;363
10.142155;290;142;307;362
10.177744;293;142;313;362
10.209773;296;141;320;361
10.241963;298;141;326;360
10.273784;300;141;331;360
10.303515;302;141;314;361
10.342864;305;140;341;358
10.374980;306;140;344;358
10.411010;307;140;346;358
10.442955;308;140;347;358
10.475609;308;140;348;358
10.506808;308;140;348;358
10.542769;308;140;347;358
10.575843;308;140;347;358
10.607387;308;140;345;358
10.642907;307;140;343;359
10.674995;307;140;340;359
10.728918;306;140;336;359
10.730809;308;140;345;358
10.775238;302;141;325;360
10.806836;300;141;319;361
10.842689;299;141;314;361
10.874990;297;141;307;362
10.906803;294;142;300;362
10.946042;292;142;293;363
10.946355;299;141;314;361
11.005792;287;142;276;362
11.041706;284;142;268;362
11.078880;280;142;260;362
11.140039;275;141;284;236
11.174976;272;141;281;242
11.207038;270;141;281;242
11.238791;268;141;226;359
11.307485;266;141;224;358
11.307804;273;141;281;242
11.314545;270;141;281;242
11.362992;262;140;226;359
11.406789;261;140;214;356
11.438817;260;140;214;356
11.475772;260;140;215;356
11.507177;260;140;216;356
11.538768;261;140;217;357
11.579482;262;140;219;357
11.581000;260;140;215;356
11.641027;265;140;224;359
11.672794;266;140;227;360
11.704919;267;141;277;244
11.740958;268;141;280;242
11.772880;270;141;281;242
11.804802;271;141;256;362
11.837048;273;141;258;362
