time;x1;y1;x2;y2
0.000000;206;137;198;165
0.032898;205;137;198;165
0.072386;205;137;197;166
0.089334;205;137;197;166
0.133194;205;138;198;166
0.165260;205;138;197;166
0.201245;205;138;197;165
0.232910;205;137;197;165
0.264801;205;138;197;166
0.303887;205;138;197;166
0.332699;205;138;197;166
0.369898;205;138;197;166
0.406177;205;138;197;166
0.433881;205;138;196;166
0.465216;205;138;197;166
0.496561;205;138;196;166
0.532609;205;138;196;166
0.564682;205;138;196;166
0.600460;206;138;196;167
0.633220;208;138;197;166
0.670404;209;138;197;164
0.697171;211;138;197;164
0.732473;204;152;197;165
0.765112;205;151;197;164
0.796559;205;152;198;165
0.832559;206;153;199;165
0.864637;207;153;201;164
0.897646;209;151;202;163
0.933810;211;150;203;163
0.964562;212;149;204;162
0.996912;213;149;205;161
1.028986;214;148;206;161
1.064191;215;148;206;166
1.097411;209;162;207;165
1.131531;210;161;207;166
1.163821;211;160;208;166
1.195814;212;158;208;166
1.231951;212;159;209;165
1.271865;212;160;209;166
1.295730;212;160;209;166
1.342619;212;160;209;166
1.346723;212;159;209;165
1.396626;213;160;210;166
1.428745;213;160;210;166
1.466171;213;160;210;165
1.498234;213;160;210;165
1.531662;213;160;210;166
1.561508;213;160;210;166
1.598293;213;160;210;166
1.630855;213;160;210;165
1.662000;214;160;210;167
1.693654;214;160;211;166
1.729763;214;160;211;166
1.762807;214;160;211;167
1.794143;215;160;212;166
1.830663;215;160;212;167
1.863234;216;158;212;167
1.894925;216;159;212;167
1.929637;216;159;212;166
1.961862;216;159;212;166
1.993645;215;159;212;166
2.030248;215;159;211;166
2.062337;214;159;211;165
2.095897;214;159;210;166
2.130149;213;159;210;166
2.163962;213;158;210;165
2.196783;213;158;209;166
2.230263;213;158;209;166
2.262399;213;158;209;166
2.294504;213;158;209;166
2.327944;213;158;209;166
2.362382;213;158;209;166
2.393563;213;159;210;166
2.429177;213;159;210;166
2.462427;213;159;210;166
2.494762;214;159;210;167
2.526149;214;159;210;167
2.562447;214;159;210;167
2.593770;214;159;210;167
2.626645;214;159;210;167
2.661601;214;159;211;166
2.693536;214;159;210;167
2.725550;214;159;211;166
2.761566;214;159;211;166
2.793830;214;159;211;166
2.828958;214;159;210;167
2.858332;214;159;211;166
2.894328;214;159;211;166
2.925949;214;159;211;166
2.959276;214;159;211;166
2.994052;214;159;211;166
3.025667;214;159;211;166
3.057802;214;158;211;166
3.094773;214;158;211;167
3.126378;214;158;211;167
3.158143;214;158;211;167
3.194616;214;158;211;167
3.227254;214;159;211;167
3.257553;215;159;211;167
3.293744;215;159;211;167
3.325935;215;159;211;167
3.358211;215;159;211;167
3.395326;215;159;211;167
3.425925;215;159;211;168
3.457960;215;159;211;168
3.490311;215;159;211;168
3.531538;215;159;211;168
3.537447;215;159;211;168
3.590701;215;158;211;168
3.623665;215;158;211;168
3.659116;215;157;211;167
3.697540;215;158;211;168
3.698727;215;158;211;168
3.756579;214;158;211;168
3.788894;214;158;210;168
3.824947;214;159;211;166
3.857370;214;159;211;166
3.888520;214;159;211;166
3.924674;214;158;211;166
3.957385;214;158;211;166
3.988808;214;158;211;166
4.024621;214;158;211;166
4.057347;214;158;211;166
4.088767;214;158;211;166
4.124578;214;158;211;167
4.156682;215;158;211;168
4.188509;215;158;211;168
4.224516;215;158;211;168
4.256914;215;158;211;168
4.288478;215;158;211;168
4.324662;215;158;211;168
4.356486;215;158;211;168
4.388451;215;158;211;168
4.420741;215;158;211;168
4.463258;215;158;211;168
4.490427;215;158;211;168
4.521290;215;158;211;168
4.557205;215;158;211;168
4.591407;215;158;211;168
4.620680;215;158;211;168
4.658373;215;158;211;168
4.689886;215;158;211;168
4.720896;215;158;211;168
4.757652;215;158;211;168
4.788861;215;158;211;168
4.821208;215;158;211;168
4.857684;215;158;211;168
4.914737;215;158;211;168
4.921309;215;158;211;168
4.954753;215;159;211;168
4.986636;215;158;211;168
5.022798;215;158;211;168
5.054764;215;159;211;168
5.087395;215;158;212;168
5.122860;215;158;212;168
5.157143;215;158;212;168
5.189161;216;158;212;168
5.220883;215;158;212;168
5.254718;216;158;212;168
5.288652;215;158;212;168
5.319402;215;158;212;168
5.358533;216;158;212;168
5.387077;216;158;212;168
5.419692;216;158;212;168
5.456748;216;158;212;168
5.486968;216;158;212;168
5.519527;216;158;212;168
5.554681;216;158;212;168
5.587666;216;158;212;168
5.620119;216;158;212;168
5.656187;216;158;212;168
5.686881;216;158;212;168
5.724280;216;158;212;168
5.755397;216;158;212;168
5.788683;216;158;212;169
5.819390;216;158;212;169
5.851893;216;158;212;169
5.887728;216;158;212;169
5.918517;216;158;212;169
5.950660;216;158;212;169
5.987932;216;158;212;169
6.013508;216;158;212;169
6.052843;216;158;212;169
6.084614;216;158;213;169
6.122319;216;158;213;169
6.153267;216;158;213;169
6.185322;216;158;213;168
6.220177;216;158;213;168
6.251528;216;158;213;169
6.285695;216;158;213;169
6.320401;216;158;213;170
6.352247;216;158;213;169
6.383962;216;158;212;170
6.420328;216;158;212;169
6.452146;216;158;212;171
6.486367;216;158;212;176
6.516531;216;158;212;169
6.559187;216;158;212;169
6.583609;216;158;212;169
6.617306;216;158;212;169
6.652366;216;158;212;169
6.685841;215;158;212;169
6.717495;215;158;212;169
6.753447;215;158;212;169
6.784297;215;158;212;169
6.816460;215;158;212;168
6.851806;215;158;212;168
6.884313;215;158;212;168
6.915550;215;158;212;168
6.951883;215;158;211;169
6.984123;215;158;211;169
7.015505;215;159;211;169
7.047752;215;158;211;169
7.083515;215;158;211;169
7.116865;214;158;211;169
7.150149;214;158;211;169
7.187144;214;158;211;169
